ein,org_name,website,state,ntee_code,mission_snippet,total_revenue,employee_count,new_icp_score
133008386,CROQUET FOUNDATION OF AMERICA INC,HTTP://CROQUETFOUNDATION.ORG/,FL,Z99,"TO PROMOTE INTEREST IN THE SPORT OF CROQUET AND OTHER SPORTS; TO GIVE AND PROMOTE ENTERTAINMENT, LECTURES, SOCIAL AFFAIRS, CELEBRATIONS, EXHIBITIONS, GAMES, AMUSEMENTS OF ANY AND ALL DESCRIPTIONS FOR ",1436774.00,10,8
630324707,Junior League of Birmingham Inc,www.jlbonline.com,AL,S81,"The Junior League of Birmingham is an organization of women whose mission is to advance women's leadership for meaningful community impact through volunteer action, collaboration, and training.",1436109.00,5,8
371497662,THE CHESHIRE PROJECT,ZENOMOUNTAINFARM.COM,VT,P80,"TO PROVIDE AN ATHLETIC, ARTISTIC AND CULTURAL RETREAT FOR PERSONS WITH DISABILITIES TO THE EXTENT THAT SUCH ACTIVITY IS WITHIN THE MEANING OF AND IN ACCORDANCE WITH THE EXEMPT PURPOSE SET FORTH IN SEC",1434343.00,5,8
464057257,PCRM Clinic,www.barnardmedical.org,DC,P99,"PCRM Clinic d/b/a Barnard Medical Center (BMC) provides primary care, as well as specialized care for diabetes, obesity, lipid disorders, hypertension, chronic pain, and other conditions for which nut",1431438.00,8,8
262647383,NEW YORK UNITED JEWISH ASSOCIATION,WWW.JCCMP.ORG,NY,P20,TO PROVIDE SUPPORT THROUGH SOCIAL AND EDUCATIVE PROGRAMS AND CHARITABLE GRANTS AND HUMANISTIC ASSISTANCE TO MEMBERS OF THE COMMUNITY.,1430847.00,6,8
862157002,NORTH STAR PROSPERITY,WWW.NORTHSTARPROSPERITY.ORG,MN,P20,THE MISSION OF NORTH STAR PROSPERITY IS TO EXPAND OPPORTUNITIES FOR MINNESOTANS AND ENSURE EVERYONE IN OUR STATE HAS THE ABILITY TO LIVE A HAPPY AND PRODUCTIVE LIFE.,1429675.00,2,8
310711374,THE WOODLANDS SERVING CENTRAL OHIO INC,WWW.THEWOODLAND.ORG,OH,P43Z,"TO PROVIDE THERAPEUTIC COUNSELING SERVICES AND DOMESTIC VIOLENCE EDUCATION AND SHELTER FOR THE VICTIMS OF DOMESTIC VIOLENCE, TO PROVIDE EDUCATION, ADVOCACY, AND SUPPORTIVE ASSISTANCE TO THE VICTIMS OF",1424743.00,42,8
300224760,Appalachian Regional Coalition on Homelessness,www.appalachianhomeless.org,TN,P85,Assist service providers in reducing homelessness,1423179.00,50,8
770561803,California Children and Families,cacff.org,CA,P020,"THE MISSION OF THE CALIFORNIA CHILDREN AND FAMILIES FOUNDATION IS TO PROMOTE, SUPPORT, AND IMPROVE THE HEALTH AND EARLY DEVELOPMENT OF CHILDREN, FROM THE PRENATAL STAGE THROUGH FIVE YEARS OF AGE.",1420693.00,0,8
260005055,YFU INTERNATIONAL EDUCATIONAL,WWW.YFU.ORG,DC,P30,"PROVIDE OPERATIONAL, ADMINISTRATIVE AND GOVERNANCE SERVICES TO INTERNATIONAL ORGANIZATIONS THAT PROVIDE EXCHANGE STUDENT PROGRAMS.",1418036.00,6,8
752993148,SOUTHERN DOCUMENTARY FUND,SOUTHERNDOCUMENTARYFUND.ORG,NC,A30,"THE SOUTHERN DOCUMENTARY FUND (SDF) IS AN ARTS NONPROFIT THAT CULTIVATES DOCUMENTARY MEDIA MADE IN OR ABOUT THE SOUTH. INSPIRED BY OUR BELIEF THAT MEDIA HAS THE POWER TO CHANGE LIVES, WE PROVIDE MAKER",1416684.00,5,8
821207907,SPEAKOUT,Speakoutusa.org,DC,P20,The mission of Speak Out is to educate support and connect the LGBTQ+ community of color through social media engagement mentorship personal empowerment and health awareness,1414981.00,7,8
344466356,United Way of Greater Lima Inc,www.unitedwaylima.org,OH,Z99,United Way improves lives by uniting the caring power of our community.,1414722.00,5,8
550487705,HARRISON COUNTY SENIOR CITIZENS CENTER,HARRISONCOUNTYSENIORCENTER.ORG,WV,P81Z,"THE HARRISON COUNTY SENIOR CITIZENS CENTER PROVIDES EDUCATIONAL, SOCIAL, HEALTHFUL, AND RECREATIONAL PROGRAMS AND SERVICES FOR ALL SENIOR CITIZENS OF HARRISON COUNTY, WEST VIRGINIA. THE CENTER DOES NO",1414226.00,54,8
953315186,WOMEN'S & CHILDREN'S CRISIS SHELTER,WWW.WCCSHOPE.ORG,CA,P43Z,"WOMEN'S AND CHILDREN'S CRISIS SHELTER IS COMMITTED TO PROVIDING SAFETY, SHELTER AND HOPE TO VICTIMS OF DOMESTIC VIOLENCE.",1412032.00,30,8
742330402,COMAL COUNTY SENIOR CITIZENS,WWW.NBSENIOR.ORG,TX,P81Z,SERVING AGING ADULTS OF NEW BRAUNFELS TEXAS FOR OVER 40 YEARS. THE ORGANIZATION PROVIDES SERVICES TO HELP ELDERLY INDIVIDUALS STAY INDEPENDENT AND ACTIVE. IT PROVIDES A NUTRITION CENTER AND ACTIVITY C,1411215.00,20,8
510139592,ASSISTANCE LEAGUE OF SALT LAKE CITY,WWW.ALSLC.ORG,UT,P200,"ASSISTANCE LEAGUE OF SALT LAKE CITY IS A NONPROFIT PHILANTHROPIC ORGANIZATION WHOSE VOLUNTEERS PROVIDE PROGRAMS SERVING THE NEEDS OF THOUSANDS OF INFANTS, CHILDREN, TEENS, AND ADULTS IN THE GREATER SA",1410081.00,0,8
481266314,NASHVILLE PUBLIC EDUCATION FOUNDATION,NASHVILLEPEF.ORG,TN,B11,"THE NASHVILLE PUBLIC EDUCATION FOUNDATION SUPPORTS TEACHERS AND LEADERS TO BUILD SCHOOLS WHERE ALL KIDS THRIVE. THE FOUNDATION DOES THIS BY ADVOCATING FOR CHANGE, SUPPORTING MNPS AS A CONSULTING PARTN",1409330.00,5,8
043384470,HISPANIC-AMERICAN INSTITUTE INC,WWW.HAINST.ORG,NM,P84,"TO PROMOTE SOCIAL EDUCATION, AND ECONOMIC DEVELOPMENT OF HISPANIC COMMUNITIES IN THE UNITED STATES AND LATIN AMERICA. WE ADDRESS MAJOR ISSUES IMPACTING THOSE POPULATIONS, INCLUDING ACCESS TO SOUND NUT",1409096.00,9,8
770229654,CONEJO VALLEY UNITED SOCCER CLUB,WWW.OAKSFC.ORG,CA,N64Z,TO PROVIDE AN OPPORTUNITY FOR YOUTH FROM FIVE TO EIGHTEEN YEARS OLD TO PLAY SOCCER IN A POSITIVE ENVIRONMENT WITH AN EMPHASIS ON SPORTSMANSHIP AND ATHLETIC EXCELLENCE. THE PARTICPANTS ARE LOCATED IN T,1403877.00,1,8
942207457,OROVILLE RESCUE MISSION INC,WWW.OROVILLERESOURCECENTER.ORG,CA,P28Z,"ASSISTANCE FOR THE DISADVANTAGED AND INDIGENT, VOCATIONAL AND ADDICTION REHABILITATION SERVICES.",1401404.00,18,8
370752347,COMMUNITY CARE CENTER INC,WWW.GCCOMMUNITYCARECENTER.ORG,IL,P60,"THE MISSION OF COMMUNITY CARE CENTER IS TO PROVIDE ASSISTANCE (WITHOUT CHARGE) TO FAMILIES, INDIVIDUALS, AND CHILDREN WHO ARE IN NEED OF FOOD, CLOTHING, OR SPECIAL ASSISTANCE.",1401208.00,8,8
470627068,Youth Care Inc,www.youthcareandbeyond.org,NE,P70P,"To transform the lives of children, adults, and families impacted by mental health, trauma and intellectual disabilities. Our goal is to change problematic and systematic behaviors and thinking to pro",1400725.00,21,8
260694904,CORVALLIS HOMELESS SHELTER,CORVALLISHOUSINGFIRST.ORG,OR,P20,TO PROVIDE SOLUTIONS FOR ENDING HOMELESSNESS AND ACHIEVING SELF- SUFFICIENCY.,1400264.00,22,8
880661417,TERRAFINA INTERNATIONAL,WWW.TERRAFINA.ORG,PA,P20,TI IS A NONPROFIT ANABAPTIST ORGANIZATION DEDICATED TO REACHING ACROSS BORDERS IN ORDER TO LEND A HELPING HAND TO DISADVANTAGED INDIVIDUALS WHO ARE SEEKING TO BUILD A MORE ABUNDANT AND EDIFYING LIFE F,1398418.00,5,8
943148503,Bay Area Ridge Trail Council,www.ridgetrail.org,CA,Z99Z,"To plan, promote and sustain a connected 550-mile hiking, cycling and equestrian trail on the ridge lines above the San Francisco Bay - linking people, parks and open spaces for today and future gener",1395464.00,10,8
330708190,LA COSTA CANYON HIGH SCHOOL,WWW.LCCHSFOUNDATION.ORG,CA,Z99,"SUPPORT AND EXPAND ACADEMIC, ATHLETIC, AND ART OPPORTUNITIES FOR ALL STUDENTS AT LCC THROUGH ACTIVE PARTNERSHIPS WITH STUDENTS, TEACHERS, PARENTS, ALUMNI AND THE COMMUNITY, OUR GOAL IS TO PROMOTE A SH",1395083.00,2,8
510187577,PRECIOUS LIFE SHELTER INC,WWW.PRECIOUSLIFESHELTER.ORG,CA,P72Z,PRECIOUS LIFE SHELTER PROVIDE RESIDENTIAL AND SUPPORTIVE SERVICES FOR HOMELESS PREGNANT WOMEN AND THEIR CHILDREN.,1393199.00,22,8
844259100,HAWAIIAN LENDING & INVESTMENTS,HAWAIIANHOMESTEADS.ORG/ABOUT-HLI,HI,P51,"TO SUPPORT THE CAPITAL NEEDS OF CONSUMERS, BUSINESSES AND HOMESTEAD ASSOCIATIONS ON OR NEAR HAWAIIAN HOME LANDS AS THEY ARE DEFINED UNDER THE HAWAIIAN HOMES COMMISSION ACT OF 1920.",1391480.00,3,8
331010961,GREEN BUILDING UNITED,www.greenbuildingunited.org,PA,C99,The mission of Green Building United is to foster transformative impact in our communities through green building education and advocacy. (Additional information attached),1391118.00,9,8
351476640,WOODBURN CHRISTIAN CHILDRENS,WCCHONLINE.ORG,IN,P70Z,"OUR MISSION IS TO PROVIDE A CHRISTIAN HOME FOR CHILDREN IN NEED TO MINISTER TO CHILDREN AND FAMILIES ON PHYSICAL, EDUCATIONAL, EMOTIONAL, AND SPIRITUAL LEVELS.",1390891.00,18,8
208533395,PUNT PEDIATRIC CANCER COLLABORATIVE,puntpediatriccancer.org,NY,E12,"P.U.N.T. Pediatric Cancer Collaborative provides families in Western New York facing pediatric cancer with critical programs that provide financial, practical and emotional support from diagnosis to r",1389903.00,5,8
581953669,THE CHILDREN'S ADVOCACY CENTER,WWW.CACHC.ORG,TN,P34Z,THE CHILDREN'S ADVOCACY CENTER OF HAMILTON COUNTY IS DEDICATED TO PROVIDING A COORDINATED AND COMPREHENSIVE PATH TO HEALING FOR CHILDREN WHO HAVE EXPERIENCED CHILD SEXUAL ABUSE OR SEVERE PHYSICAL ABUS,1382631.00,19,8
311763841,MARY'S SHELTER,WWW.MARYSHELTER.ORG,AL,P45,MARY'S SHELTER EXISTS TO PROVIDE RESIDENTIAL CARE IN A SUPPORTIVE ENVIRONMENT FOR PREGNANT WOMEN AND NEW MOTHERS WHO LACK SUITABLE HOUSING OR FAVORABLE FAMILIAL RELATIONSHIPS.,1381925.00,17,8
581929336,SOUTHWEST GEORGIA AREA HEALTH EDU,WWW.SOWEGA-AHEC.ORG,GA,E70M,SOWEGA AHEC CREATED AND SUSTAINS COMMUNITY DRIVEN REGIONAL PROGRAMS THAT ENAHNCES ACCESS TO HEALTHCARE IN 38 COUNTIES OF SOUTH GEORGIA.,1377018.00,6,8
812964740,SPOT SUN VALLEY INC,WWW.SPOTSUNVALLEY.COM,ID,A61,"WE PROVIDE AN EDUCATIONAL VENUE FOR YOUNG ARTISTS TO COLLABORATE WITH PROFESSIONAL MENTORS AND PRODUCE EXHILARATING WORKS, CONTEMPORARY AND CLASSICAL, IN AN EFFORT TO MAKE THEATRE ACCESSIBLE TO THE LA",1375609.00,5,8
020592766,ADVENTIST COMMUNITY SERVICES OF GREATER WASHINGTON,ACSGW.ORG,MD,P99,"TO HELP THE DISADVANTAGED AND DISENFRANCHISED IN OUR COMMUNITY BY EMPOWERING INDIVIDUALS THROUGH COMPASSINATE EMERGENCY CARE, LIFE EDUCATION, AND COMMUNITY DEVELOPMENT",1375358.00,8,8
201209672,LIGHTHOUSE THERAPEUTIC FOSTER CARE,WWW.LIGHTHOUSETFC.ORG,GA,P32,SEE SCHEDULE O,1373349.00,10,8
834655166,UNITED ACROSS BORDERS FOUNDATION,www.uabfoundation.org,CA,P60,PROVIDE AIDTO SERVE INDIVIDUALS AND FAMILIES IN THE POOREST COMMUNITIES IN OUR COUNTY AND SURROUNDING COUNTIES THROUGH GROCERY ASSISTANCE AND MATERIALS NEEDS SUPPORT.,1371406.00,5,8
264632891,WOMEN OF RENEWABLE INDUSTRIES AND SUSTAINABLE ENERGY,www.wrisenergy.org,NY,P20,"WRISE PROMOTES THE EDUCATION, PROFESSIONAL DEVELOPMENT AND ADVANCEMENT OF WOMEN TO ACHIEVE A STRONG DIVERSIFIED WORKFORCE AND SUPPORT A ROBUST RENEWABLE ENERGY ECONOMY.",1370523.00,6,8
922689886,CENTER FOR POPULATION HEALTH,WWW.CENTERFORPOPHEALTH.ORG,PA,E05,"IMPROVING HEALTH THROUGH COLLABORATION, OUTREACH, AND EDUCATION.",1369099.00,6,8
341411370,HOPE HOMES FOUNDATION INC,HOPEHOMES.ORG,OH,P73Z,TO PROVIDE ACCESSIBLE AND AFFORDABLE HOUSING TO PERSONS WITH DEVELOPMENTAL DISABILITIES AND OTHERS WITH SPECIAL NEEDS,1368755.00,5,8
260528290,ASSISTANCE CANINE TRAINING,WWW.ASSISTANCECANINE.ORG,NH,P80,"TO ACQUIRE, RAISE, TRAIN AND PLACE SERVICE DOGS AND FACILITY DOGS.",1366084.00,5,8
850842705,Heart of Houston Community Development Corporation Inc,https://heartofhoustoncdc.org,TX,P51,"Heart of Houston, CDC mission is to build stronger sustainable communities by building quality affordable housing for individuals and families to live and thrive in.",1363272.00,1,8
825141973,FRIENDS OF THE CHILDREN- TAMPA BAY INC,WWW.FRIENDSTAMPABAY.ORG,FL,P20,FRIENDS OF THE CHILDREN - TAMPA BAY IS A FLORIDA BASED NONPROFIT WITH THE MISSION OF IMPACTING GENERATIONAL CHANGE BY EMPOWERING YOUTH WHO ARE FACING THE GREATEST OBSTACLES THROUGH RELATIONSHIPS WITH ,1360050.00,14,8
900666565,JAMES PROJECT INTERNATIONAL,JAMESPROJECTINTERNATIONAL.ORG,MO,P40,"THE MISSION OF JAMES PROJECT INTERNATIONAL IS TO BUILD AND MOBILIZE A NETWORK OF PEOPLE THAT ACTIVELY IMPROVES THE LIVES OF ABANDONED, ABUSED, AND TRAFFICKED WOMEN AND CHILDREN THROUGH JPI'S MINISTRY ",1359797.00,2,8
133832381,COLLABORATIVE FAMILY HEALTH CARE,WWW.CFHA.NET,NC,E80Z,CFHA SUPPORTS HEALTHCARE PROFESSIONALS IN INTEGRATING PHYSICAL AND BEHAVIORAL HEALTH.,1359136.00,8,8
351445498,BOONE COUNTY SENIOR SERVICES INC,WWW.BOONESENIORS.ORG,IN,P81Z,TO PROMOTE INDEPENDENCE AND PROVIDE ENRICHING OPPORTUNITIES FOR OLDER ADULTS IN BOONE COUNTY.,1358761.00,41,8
237221574,Association for Women in Science Inc,www.awis.org,DC,Z99,"To achieve equality and full participation for women in science, mathematics, engineering and technology.",1358611.00,5,8
222147463,Women's Studio Workshop Inc,WWW.WSWORKSHOP.ORG,NY,A900,"TO OPERATE AND MAINTAIN AN ARTISTS WORKSPACE THAT ENCOURAGES THE VOICE AND VISION OF INDIVIDUAL WOMEN ARTISTS, TO PROVIDE PROFESSIONAL OPPORTUNITIES FOR ARTISTS AND TO PROMOTE PROGRAMS DESIGNED TO STI",1358560.00,9,8
412229120,HARTFORD BUSINESS IMPROVEMENT DISTRICT,WWW.HARTFORDBID.COM,CT,P20,"TO BRING ABOUT POSITIVE AND LASTING CHANGE BY ENHANCING THE ECONOMIC VITALITY AND QUALITY OF LIFE WITHIN THE DISTRICT. WORKING COLLECTIVELY WITH THE MAYOR'S OFFICE, POLICE DEPARTMENT AND PUBLIC WORKS ",1358342.00,3,8
263093158,HOPE FOR HOME MINISTRIES,www.hopeforhome.org,OH,P30,Existing to bring glory to God by caring for children with special needs and addressing the systemic issues that cause special needs.,1358194.00,5,8
202137895,FOUNDATION FOR CHIROPRACTIC PROGRES,WWW.F4CP.ORG,CA,E03,GENERATE POSITIVE PRESS FOR THE CHRIOPRACTIC PROFESSION AND INCREASE PUBLIC AWARENESS OF BENEFITS OF CHIROPRACTIC CARE.,1358192.00,4,8
650425678,OKEECHOBEE COUNTY HEALTHOKEECHOBEE,WWW.OKEEHEALTHYSTART.ORG,FL,E32Z,SEE SCHEDULE O,1357249.00,7,8
581366508,MERCY SENIOR CARE INC,WWW.MERCYATLANTA.ORG/MERCY_ROME_HOME,GA,P81Z,"WE, SAINT JOSEPH'S HEALTH SYSTEM AND TRINITY HEALTH, SERVE TOGETHER IN THE SPIRIT OF THE GOSPEL AS A COMPASSIONATE AND TRANSFORMING HEALING PRESENCE WITHIN OUR COMMUNITIES. HONORING THE HERITAGE AND A",1354970.00,0,8
752696563,COMMISSION ON ACCREDITATION FOR,WWW.COARC.COM,TN,E50,"ACCREDITATION SERVICES: COARC ACCREDITS FIRST PROFESSIONAL RESPIRATORY CARE DEGREE PROGRAMS AT THE ASSOCIATE, BACCALAUREATE, AND MASTERS DEGREE LEVEL IN THE UNITED STATES AND INTERNATIONALLY. THE COAR",1354557.00,6,8
570515239,SENIOR CITIZENS ASSOCIATION IN FLORENCE,WWW.SCAFLORENCE.ORG,SC,P81,"TO PROVIDE A FULL RANGE OF SERVICES TO FLORENCE COUNTY'S SENIOR CITIZENS. THE PURPOSE OF THESE SERVICES IS TO PROMOTE THE PHYSICAL, MENTAL, AND SOCIAL WELL-BEING OF SENIOR CITIZENS, TO ENHANCE THEIR Q",1354362.00,62,8
232935929,NATIONAL PANCREAS FOUNDATION,WWW.PANCREASFOUNDATION.ORG,MD,H40,"THE NATIONAL PANCREAS FOUNDATION PROVIDES HOPE FOR THOSE SUFFERING FROM PANCREATITIS AND PANCREATIC CANCER THROUGH FUNDING CUTTING EDGE RESEARCH, ADVOCATING FOR NEW AND BETTER THERAPIES, AND PROVIDING",1353781.00,9,8
133211649,WESTCHESTER DISABLED ON THE MOVE,WWW.WDOM.ORG,NY,P8XZ,WESTCHESTER DISABLED ON THE MOVE IS A NON-RESIDENTIAL INDEPENDENT LIVING CENTER AND A PREMIER ADVOCATE FOR DISABILITY RIGHTS. WE ASSIST PEOPLE WITH DISABILITIES TO LIVE INDEPENDENTLY IN THE COMMUNITY ,1352248.00,19,8
270771548,KIDS ON POINT INC,WWW.KIDSONPOINT.ORG,SC,N20,"KIDS ON POINT INTRODUCES YOUNG PEOPLE TO THE WORLD OF OPPORTUNITY OUTSIDE OF THEIR UNDERSERVED NEIGHBORHOODS THROUGH YEAR-ROUND ACADEMIC, ATHLETIC, AND ENRICHMENT SUPPORT PROGRAMS.",1352127.00,9,8
570658165,UPSTATE AREA HEALTH EDUCATION CENTER,WWW.UPSTATEAHEC.ORG,SC,E70Z,"TO BE A BRIDGE LINKING: (1) STUDENTS TO HEALTHCARE CAREERS, (2) HEALTH PROFESSIONS TO STUDENTS TO COMMUNITIES, (3) THE HEALTHCARE WORKFORCE TO CONTINUING EDUCATION, AND (4) OUR COMMUNITIES TO BETTER H",1349730.00,9,8
581899051,NORTHWEST ARKANSAS WOMEN'S SHELTER,NWAWS.ORG,AR,P43Z,THE NORTHWEST ARKANSAS WOMEN'S SHELTER IS COMMITTED TO SERVING VICTIMS OF DOMESTIC VIOLENCE AND SEXUAL ASSAULT AND EMPOWERING THEM TO BUILD LIVES FREE OF VIOLENCE.,1349086.00,44,8
131624050,Rehabilitation International,www.riglobal.org,NY,E50L,"The organization is a federation of national and international organizations and agencies. It develops and promotes initiatives to protect the rights of people with disabilities, to improve rehabilita",1348472.00,1,8
582449448,Grant Park Conservancy Inc,www.gpconservancy.org,GA,N20,"The Grant Park Conservancy is committed to the restoration, beautification and maintenance of historic Grant Park.",1347664.00,3,8
862480684,FURNISHING FAMILIES INTERNATIONAL,WWW.FURNISHINGFAMILESOFTEXAS.COM,TX,P99,"CHRISTIAN ORGANIZATION SERVING UNDER-RESOURCED FAMILIES INCLUDING SINGLE PARENTS, REFUGEES, AND IMMIGRANTS BY PROVIDING SPIRITUAL AND FINANCIAL ASSISTANCE.",1347520.00,8,8
870641040,Academy for Creating Enterprise,www.the-academy.org,UT,Q300,We ignite the entrepreneurial mindset in faith-driven people through training and support to create more abundant lives.,1345456.00,10,8
411778186,WHITE BEAR LAKE AREA EDUCATIONAL FOUNDAT,WWW.WBLAEF.ORG,MN,B80Z,THE MISSION OF THE WHITE BEAR LAKE AREA EDUCATIONAL FOUNDATION IS TO ENHANCE THE DISTRICT'S ABILITY TO PROVIDE EXCELLENCE IN EDUCATION FOR ALL STUDENTS.,1341458.00,3,8
251828488,MEDAL OF HONOR FOUNDATION INC,WWW.CMOHS.ORG/FOUNDATION,SC,A118,"THE MEDAL OF HONOR FOUNDATION'S MISSION AND PURPOSE IS PROVIDE FUNDS TO SUPPORT THE CONGRESSIONAL MEDAL OF HONOR SOCIETY. IN DOING SO, THE FOUNDATION SUPPORTS THE SOCIETY IN ADVANCING THEIR MISSION TO",1337709.00,3,8
711033219,HOMELESS OUTREACH PROVIDING,WWW.HOPEFORLONGMONT.ORG,CO,P85,NONE,1337376.00,42,8
834476757,FRIENDS OF THE CHILDREN FARGO- MOORHEAD,FRIENDSFARGOMOORHEAD.ORG,ND,P20,"FRIENDS OF THE CHILDREN COMMITS TO STANDING ALONGSIDE OUR COMMUNITY'S YOUTH AS THEY WORK TO OVERCOME BARRIERS TO THEIR SUCCESS. EACH CHILD RECEIVES 1:1 SUPPORT AND GUIDANCE FROM A SALARIED, PROFESSION",1336742.00,18,8
464901375,OCEAN OUTCOMES,WWW.OCEANOUTCOMES.ORG,OR,D30,"SEE SCHEDULE OOCEAN OUTCOMES (O2) EXISTS TO CREATE A FUTURE WITH HEALTHY AQUATIC ECOSYSTEMS, A PLENTIFUL AND PROFITABLE SEAFOOD SUPPLY, AND THRIVING FISHING AND FISH-FARMING COMMUNITIES. WE WORK WITH ",1334859.00,9,8
800875187,RETRAINING THE VILLAGE,WWW.RETRAININGTHEVILLAGE.ORG,CA,P80,"OUR MISSION IS TO PROVIDE INTERIM SHELTER FOR VETERANS, RE-ENTRY AND HOMELESS PEOPLE WHO HAVE AGED OUT OF PUBLIC SHELTERS AND ARE AT RISK OF RETURNING BACK INTO CHRONIC HOMELESSNESS. WE ARE THE BRIDGE",1332863.00,7,8
731024338,ROGERS COUNTY YOUTH SERVICES INC,WWW.RCYS.ORG,OK,P36Z,"BELIEVING IN THE POTENTIAL OF YOUTH, ROGERS COUNTY YOUTH SERVICES WORKS TO STRENGTHEN YOUTH AND FAMILIES. THIS IS ACCOMPLISHED THROUGH COUNSELING, PREVENTION, EDUCATION AND DIVERSION SERVICES PROVIDED",1329137.00,30,8
621212211,LEADERSHIP KNOXVILLE INC,WWW.LEADERSHIPKNOXVILLE.COM,TN,B90,"TO IDENTIFY, SELECT, TRAIN, AND NURTURE INDIVIDUALS IN THE KNOXVILLE, TENNESSEE AREA CAPABLE OF FULFILLING FUTURE LEADERSHIP POSITIONS.",1328867.00,7,8
541118218,PRIMEPLUS SENIOR CENTERS,PRIMEPLUS.ORG,VA,P81Z,"FOR OVER 50 YEARS, PRIMEPLUS SENIOR CENTER HAS BEEN CHANGING LIVES FOR ADULTS AGE 50+ IN SOUTH HAMPTON ROADS AND WE CONTINUE TO DO IT EVERY DAY.",1328646.00,27,8
680396973,REDWOOD HIGH SCHOOL FOUNDATION,WWW.REDWOODHSFOUNDATION.ORG,CA,B99,"THE FOUNDATION PROVIDES SUPPORT FOR ACADEMICS, FINE ARTS, ATHLETICS, AND SCHOLARSHIPS AT THE REDWOOD HIGH SCHOOL IN LARKSPUR, CALIFORNIA.",1328480.00,2,8
464918858,ISING SILICON VALLEY,ISINGSV.COM,CA,A60,"TO PROVIDE YOUNG WOMEN WITH EXEMPLARY CHORAL MUSIC EDUCATION THAT WILL FOSTER ARTISTRY, LEADERSHIP, AND COMMUNITY IN A CREATIVE AND SUPPORTIVE ENVIRONMENT.",1326601.00,5,8
831881525,San Francisco Housing Action Coalition,housingactioncoalition.org,CA,L01,"Promote public understanding of policies supporting the creation of well-designed, well-located housing at all levels of affordability for residents of the Bay Area, California.",1325239.00,8,8
204210843,SHE SHOULD RUN,WWW.SHESHOULDRUN.ORG,DC,P80,SHE SHOULD RUN IS A NONPARTISAN NONPROFIT WORKING TO DRASTICALLY INCREASE THE NUMBER OF WOMEN CONSIDERING A RUN FOR PUBLIC OFFICE.,1325227.00,10,8
381878427,ALPENA AREA SENIOR CITIZENS COUNCIL,HTTPS://WWW.ALPENASENIORS.COM/,MI,P81Z,"TO ENRICH THE LIVES OF THE SENIOR POPULATION OF ALPENA COUNTY, WITH AN EMPHASIS ON PROVIDING MEALS AND SERVICES, IN ORDER TO MAINTAIN THEIR INDEPENDENCE.",1321998.00,39,8
911817387,REAL CHANGE HOMELESS EMPOWERMENT PROJECT,www.realchangenews.org,WA,P20,"OUR MISSION IS TO PROVIDE OPPORTUNITY AND A VOICE FOR LOW INCOME AND HOMELESS PEOPLE WHILE TAKING ACTION FOR ECONOMIC, SOCIAL AND RACIAL JUSTICE. REAL CHANGE HAS SEVERAL PROGRAM AREAS: THE PUBLICATION",1319550.00,25,8
471904505,JOSEPHINE COUNTY FOOD BANK INC,www.jocofoodbank.org,OR,P20,To operate a regional food bank that provides food to Josephine County residence who are at risk of going hungry.,1319183.00,25,8
822226046,VOLTA RESILIENT FOUNDATION,https://www.voltaresilient.org/,OR,P20,The Volta Resilient Foundation builds on traditional systems of community culture to establish stronger social and environmental safety nets so that all children are protected and provided the best up,1316130.00,7,8
200479897,NEW BETHLEHEM COMMUNITY CENTER INC,WWW.NBCCAUGUSTAGA1.COM,GA,P40,"TO PROVIDE SERVICES, PROGRAMS AND ASSISTANCE TO LOW INCOME FAMILIES WITHIN THE COMMUNITY.",1314646.00,4,8
844147678,THE HIV AND HEPATITIS POLICY,HTTPS://HIVHEP.ORG/,DC,E05,"THE HIV+HEPATITIS POLICY INSTITUTE PROMOTES QUALITY AND AFFORDABLE HEALTHCARE FOR PEOPLE LIVING WITH OR AT RISK OF HIV, HEPATITIS, AND OTHER SERIOUS AND CHRONIC HEALTH CONDITIONS. MONITORS POLICIES TH",1313570.00,3,8
311126968,MEETING PROFESSIONALS INTERNATIONAL,WWW.MPI.ORG,TX,S41Z,THE MPI FOUNDATION FUNDS EDUCATION AND INDUSTRY RESEARCH THAT DRIVES THE SUCCESS OF MEETING PROFESSIONALS.,1313408.00,2,8
471023395,ROSS LYNN CHARITABLE FOUNDATION INC,WWW.ROSSLYNNFOUNDATION.ORG,LA,P20,"CULTIVATING COMPASSION IN INDIVIDUALS, FAMILIES, AND COMMUNITIES THROUGH ART, OUTDOOR ADVENTURE, AND HEALTHY LIVING.",1311992.00,1,8
391602800,SENIOR CONNECTIONS INC,WWW.SENIORCONNECTIONSWI.ORG,WI,P81Z,"THE MISSION OF SENIOR CONNECTIONS IS TO PROVIDE SERVICES TO THE AGING OF OUR COMMUNITY WHICH PROMOTE HEALTH, DIGNITY, HONOR, AND INDEPENDENCE. IN DOING SO, WE WILL EFFICIENTLY PROVIDE ACCESS TO LOW-CO",1308617.00,35,8
873164451,SUMMIT HYPERBARICS AND WELLNESS INC,shwidaho.org,ID,E60,"THE ORGANIZATION'S MISSION IS TO PROVIDE REHABILITATION SERVICES TO INJURED MILITARY PERSONNEL (ACTIVE, GUARD, AND RESERVE), MILITARY VETERANS, FIRST RESPONDERS, AND DISABLED PERSONS.",1308433.00,6,8
