foundation_ein,foundation_name,state,website_url,total_assets,annual_giving,total_grants_made,pf_to_pf_grant_count,pf_to_pf_total_amount,ca_grant_count,veteran_grant_count,veteran_grant_amount,target_grant_count,lasso_score,open_to_applicants,gives_in_ca,funds_pfs,latest_tax_year,source,known_funder,filter_passes,failed_filters,description,phone,app_contact_email,app_contact_name
870876303,HOPE SHARE CARE FOUNDATION INC,MA,N/A,1626408,50300,238,2,2000,236,2,2000,0,,False,True,True,2024,keyword,False,2,Open to Applicants,CHECKCARD EXPENSES,6179333620,,
954256339,THE HARRY AND FLORENCE SLOAN FOUNDATION,CA,N/A,532464,895037,127,2,10000,90,2,7500,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,8185873730,,
680093924,RICHARD & SHERRY DUMKE CHARITABLE,CA,N/A,89840,16432,103,2,2050,81,2,150,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,9252841384,,
954139253,THE WERNER FAMILY FOUNDATION,CA,N/A,19192868,705855,173,2,50000,49,2,252000,0,,False,True,True,2022,keyword,False,2,Open to Applicants,,3105531707,,
363382956,L & N ANDREAS FOUNDATION,MN,https://npfunds.com/directory/l-n-andreas-foundation,32723835,1331180,825,2,10000,34,2,36000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,INVESTMENT MANAGEMENT FEES,5073451233,,
454282236,THE GASKA ALLIANCE FOUNDATION,CA,N/A,5273848,245600,36,2,30000,33,2,30000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,8189567599,,
237084119,LEO MODEL FOUNDATION INC,PA,N/A,46510577,1467274,576,2,30000,20,2,45720,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,2155468058,,
861045072,THE POCONO CHARITABLE FOUNDATION,AZ,N/A,133202,517600,137,2,20000,15,2,10000,0,,False,True,True,2024,keyword,False,2,Open to Applicants,UNREALIZED LOSS ON INVESTMENTS,5202973243,,
946795316,The Weill Family Foundation,NY,None,673052,82347,339,2,2000,10,2,10100,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,5166715649,,Theodore Weill
136127063,JEROME L STERN FAMILY FOUNDATION INC,NY,https://www.sternfamilyfund.org,5570840,717860,424,2,3500,9,2,12500,0,,False,True,True,2024,keyword,False,2,Open to Applicants,DUE FROM BROKER/INVESTMENTS,2129728165,,
431988138,FRIDMAN-HELLMAN FOUNDATION INC,NY,N/A,174129,68015,124,2,5600,5,2,500,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,2125343939,,
546481608,Nancy Anne Charitable Foundation,VA,N/A,355701,17868,77,2,1500,3,2,1500,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,7033686334,,
454389590,Christians Giving Back Incorporated,VA,https://www.aplaceformom.com/senior-apartments/virginia/merrifield,207162,12808,65,2,1340,2,2,1220,0,,False,True,True,2024,keyword,False,2,Open to Applicants,insurance expense,7035605625,,
204154121,CUNNINGTON FAMILY FOUNDATION,MI,N/A,37950,83741,28,2,20000,1,2,20000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,2485946622,,
472560651,THE WESLEY FAMILY FOUNDATION,OH,N/A,5706732,205253,77,2,15000,1,2,25000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,4403146325,,
742958268,THE STEWART FAMILY CHARITABLE FOUNDATION,TX,,414051,37380,66,2,2200,1,2,10000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,9155499908,,MARLENE STEWART
813941360,THE JOE NAMATH CHARITABLE FOUNDATION,NY,JOENAMATH.ORG,2601814,80600,47,2,27000,1,2,27000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,2126886310,,
843341129,Yellin Family Foundation Inc,FL,N/A,1264733,51482,115,2,1000,1,2,720,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,5614966333,,
263936909,TOM & BETTY LEININGER FAMILY,OH,https://b2bhint.com/lt/company/us-oh/tom-and-betty-leininger-family-foundation-inc--1825863,60037,39097,64,2,500,0,2,3000,0,,True,False,True,2024,keyword,False,2,CA Geography,,4195861352,,TOM BETTY LEININGER
300212798,The Armstrong Family Foundation,WI,N/A,2700521,118429,155,2,700,0,2,2500,0,,True,False,True,2023,keyword,False,2,CA Geography,,2623580337,,PETER A ARMSTRONG
351939960,Christel DeHaan Family Foundation Inc,IN,N/A,213671,11991000,598,2,1750,0,2,30000,0,,True,False,True,2023,keyword,False,2,CA Geography,,3174642333,,M Klaus
362761910,CORNERSTONE FOUNDATION OF,WI,NONE,25343544,710440,117,2,13250,0,2,10000,0,,True,False,True,2023,keyword,False,2,CA Geography,,9204908290,,KATIE MCCARTY
411698990,MARDAG FOUNDATION,MN,WWW.MARDAG.ORG,63483716,1663751,410,2,45000,0,2,50000,0,,True,False,True,2023,keyword,False,2,CA Geography,,6512245463,,ALL GRANT APPLICANTS MUST REGISTER
540550100,BEAZLEY FOUNDATION INCORPORATED,VA,BEAZLEYFOUNDATION.ORG,41468238,961458,251,2,100500,0,2,20000,0,,True,False,True,2023,keyword,False,2,CA Geography,,7573931605,,THE BEAZLEY FOUNDATION
580593440,WIDOWS HOME,GA,N/A,1329925,62654,80,2,4000,0,2,6877,0,,True,False,True,2023,keyword,False,2,CA Geography,,7068402781,,KIM OVERSTREET
611356911,ROBERT W AND ELISE B LYKINS CHARITABLE,KY,N/A,783973,37292,132,2,3000,0,2,6111,0,,True,False,True,2023,keyword,False,2,CA Geography,,5024564950,,MELANIE LYKINS
823398310,PABLO FOUNDATION INC,WI,WWW.PABLOFOUNDATION.ORG,30683477,1769115,232,2,11000,0,2,307203,0,,True,False,True,2024,keyword,False,2,CA Geography,EXPENSES,7154979339,MAIVUE@PABLOFOUNDATION.ORG,MAIVUE XIONG
911887342,RAY HICKEY FOUNDATION,WA,N/A,12403375,675000,48,2,230000,0,2,125000,0,,True,False,True,2023,keyword,False,2,CA Geography,,3609076633,LINDA@HICKEYFAMILYCOMPANY.COM,LINDA RAE HICKEY
954610378,CARL & ROBERTA DEUTSCH FOUNDATION,CA,N/A,178985199,7135910,558,2,70000,536,1,1000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,3104530055,,
954693171,RICHARD AND HARRIET ORKAND CHARITABLE &,CA,N/A,1344135,108100,262,2,1500,171,1,500,0,,False,True,True,2023,keyword,False,2,Open to Applicants,BANK CHARGES,3103912729,,
823829140,LIVING LEGACY FOUNDATION,TN,N/A,126226219,9081412,305,2,80000,168,1,200000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,8008391754,,
341293603,THE STOCKER FOUNDATION,OH,WWW.STOCKERFOUNDATION.ORG,36083643,2345113,801,2,26500,111,1,10000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,4402465719,MWILSON@STOCKERFOUNDATION.ORG,MELANIE WILSON
237013815,PAT BOONE FOUNDATION INC,CA,https://www.grantable.co/search/funders/profile/pat-boone-foundation-inc-us-foundation-237013815,7887,105256,263,2,5100,86,1,1000,0,,False,True,True,2024,keyword,False,2,Open to Applicants,BANK CHARGES,3102295001,,
203921057,JUST KEEP LIVIN FOUNDATION,CA,https://jklivinfoundation.org,7137789,208860,157,2,900,63,1,5000,0,,False,True,True,2020,keyword,False,2,Open to Applicants,,8187935700,,
954819633,BICKERSTAFF FAMILY FOUNDATION,CA,N/A,1422792,738180,60,2,160000,50,1,50000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,3105520960,,
813811851,THE CHUCK AND ERNESTINA KREUTZKAMP,CA,WWW.THECEKFOUNDATION.ORG,170108444,3851372,74,2,4000000,49,1,150000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,6196003756,,
206215084,THE GRIEVE FAMILY CHARITABLE TRUST,CA,https://www.sonomanews.com/article/news/hospital-meets-matching-grant,241151,127450,62,2,26000,41,1,11000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,INSURANCE EXPENSE,7079353700,,
526057035,THE LOIS & IRVING BLUM FOUNDATION INC,MD,N/A,12330174,2306485,228,2,45000,26,1,110000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,4105764151,,
136151545,THE STARR FOUNDATION,NY,WWW.STARRFOUNDATION.ORG,1251907083,51869297,526,2,250000,19,1,20000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,2129093600,,MS COURTNEY O'MALLEY PRESIDENT
266074511,JAX FOUNDATION,CO,,232375,20856,115,2,150,16,1,50,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,3033299000,,
136091872,GROSSMAN FAMILY CHARITABLE FUNDS INC,MD,N/A,1943788,73145,322,2,360,15,1,100,0,,False,True,True,2024,keyword,False,2,Open to Applicants,SCHWAB ADR FEES,3016548077,,
263583738,THE SHALLENBERGER FAMILY FOUNDATION,UT,N/A,1129301,85499,120,2,11000,15,1,400,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,9512598800,,
461606256,BERGLUND FAMILY FOUNDATION,CO,N/A,960264,45168,191,2,1100,14,1,1000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,3032212795,,
270557246,FOLEY & MANSFIELD CHARITABLE FOUNDATION,MN,https://accessphilanthropy.com/funder/foley-and-mansfield-charitable-foundation,1252,16114,163,2,6450,11,1,1500,0,,False,True,True,2024,keyword,False,2,Open to Applicants,BUSINESS REGISTRATION FEES,6123388788,,
363519496,CMB Foundation,IL,N/A,3211420,183262,428,2,1250,11,1,10000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,7729321155,,
205918650,THE RUSSELL & RONALEE GALBUT FAMILY,FL,N/A,2833710,401055,299,2,5400,6,1,1000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,3053745700,,
460501871,OLB FOUNDATION INC,PA,https://plannedgiving.org/riddlehospital/giving/4.html,1826506,30148,81,2,5500,6,1,1000,0,,False,True,True,2022,keyword,False,2,Open to Applicants,NONE,6107882128,,
592742846,ALEXANDER C MACINTYRE CHARITABLE TRUST II,FL,N/A,1764560,61040,259,2,206,6,1,52,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,3055194955,,
843517054,Canarelli Family Foundation,NV,,16647787,1156987,138,2,32500,6,1,60000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,7067366464,,
421441831,HELEN J AND THOMAS NELSON URBAN SR,IA,N/A,813703,39002,221,2,1500,4,1,250,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,5152886041,,TIMOTHY J URBAN
911950050,JAMES & GRACE CAIN FOUNDATION,WA,N/A,1213129,51220,43,2,20000,4,1,5000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,4258226557,,
133577310,THE SOL GOLDMAN CHARITABLE TRUST,NY,https://philanthropynewyork.org/redhen/org/97,70136967,4679968,247,2,37500,3,1,25000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,NYS FILING FEE,2122652280,,JANE H GOLDMAN
464365147,STEVE URVAN FOUNDATION FOR PHILANTHROPIC,GA,N/A,404116,31865,63,2,20000,3,1,625,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,7703961100,,
811963075,CRAFTSMEN CARES FOUNDATION,MO,WWW.CRAFTSMENTRAILER.COM/ABOUT-US/CRAFTSMEN-CARES,65041,36350,195,2,1000,3,1,500,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,6367570500,,
223279029,S RUBENSTEIN FAMILY FOUNDATIONINC,NJ,https://www.grantable.co/search/funders/profile/s-rubenstein-family-foundationinc-us-foundation-223279029,2625761,172509,416,2,800,2,1,500,0,,False,True,True,2023,keyword,False,2,Open to Applicants,BANK FEES,9738089500,,
311713864,THE LOUIS MESSER AND HELEN MESSER,MD,N/A,1181010,26000,67,2,4000,2,1,3000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,3012751717,,
810888711,CP Cares Inc,FL,WWW.CRUISEPLANNERS.COM/ABOUT-US/CP-CARES,329740,28477,23,2,50000,2,1,10000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,9543448060,,
826473392,VIRGINIA LEIBNER-AMEN FOUNDATION TRUST DTD 08012017,MO,N/A,,,22,2,800,2,1,36,0,,False,True,True,2019,keyword,False,2,Open to Applicants,,3149668077,,
886220262,GLENN W BAILEY CHARITABLE TRUST,FL,WWW.GWBAILEYFOUNDATION.ORG,221073027,3156620,134,2,35000,2,1,35000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,5615083858,,GRANT MANAGER
113579283,THE MARIE AND PAUL NAPOLI FOUNDATION,PR,N/A,365700,57789,78,2,2000,1,1,200,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,5166263195,,
203727072,RALPH & ELIZABETH ANDERSON CHARITABLE,IL,N/A,,93618,31,2,48322,1,1,500,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,8156377619,,
208420207,THE KANEFF FOUNDATION INC,NY,WWW.THEKANEFFFOUNDATION.ORG,28665,112018,111,2,50000,1,1,1000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,6312732000,,
273493939,Laurie Foundation for the Performing Arts,MO,N/A,5922195,13061,33,2,6880,1,1,11966,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,5734478000,,
815297667,The Goodall Family Foundation,TN,N/A,175526,183283,201,2,750,1,1,1000,0,,False,True,True,2024,keyword,False,2,Open to Applicants,Bank Fees,6154515029,president@goodallhomes.com,Robert H Goodall Jr
832925345,BRYANT FAMILY FOUNDATION,TX,N/A,968921,270914,170,2,10000,1,1,5000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,2142523250,,
042104051,FALL RIVER WOMEN'S UNION,MA,WWW.FRWU.ORG,2041126,91227,242,2,1380,0,1,2260,0,,True,False,True,2024,keyword,False,2,CA Geography,990-PF REFUND (NET),5086748861,FRWU02720@AOL.COM,THE PRESIDENT
061245402,J WALTON BISSELL FOUNDATION INC,CT,WWW.BISSELLFOUNDATION.ORG,19603677,619545,208,2,20000,0,1,10000,0,,True,False,True,2023,keyword,False,2,CA Geography,,8605868201,BISSELL@BISSELLFOUNDATION.ORG,SARAH D ANTHONY
262610519,THE JAMES AND STEPHANIE PATRICK FAM,NY,N/A,1388366,43040,72,2,7500,0,1,2500,0,,True,False,True,2023,keyword,False,2,CA Geography,,9783121733,JIMPTRCK@GMAIL.COM,JAMES AND STEPHANIE PATRICK
752655885,SHELTON FAMILY FOUNDATION,TX,SHELTONFAMILYFOUNDATION.ORG,40715414,747828,375,2,50000,0,1,1000,0,,True,False,True,2023,keyword,False,2,CA Geography,,3256767724,,SHELTON FAMILY FOUNDATION DAVID L C
861760106,THE MIMI WASHINGTON STARRETT FOUNDATION,NJ,WWW.MWSTARRETTFOUNDATION.ORG,21744471,239899,61,2,20000,0,1,15000,0,,True,False,True,2023,keyword,False,2,CA Geography,,9084407149,SAHART@MWSTARRETTFOUNDATION.ORG,SARAH F AHART
911985089,THE INDUSTRIAL COMMISSION,WA,N/A,6251510,210344,21,2,20000,0,1,10000,0,,True,False,True,2024,keyword,False,2,CA Geography,CORPORATE FILING FEE,3602697680,,BRUCE ROBERTS THE INDUSTRIAL COMMIS
464243193,THE HEFFERNAN FAMILY FOUNDATION,NY,N/A,4318582,591800,244,2,2000,4,0,0,0,,False,True,True,2023,sibling,False,2,Open to Applicants,,2126616805,,
357011349,SARGENT FAMILY FOUNDATION,IL,N/A,38352864,566940,187,2,30000,2,0,0,0,,False,True,True,2023,sibling,False,2,Open to Applicants,,8472345000,,
384039936,EDWARD B AND JOAN T KNIGHT FOUNDATI,FL,WWW.KNIGHTFOUNDATIONFLORIDA.ORG,50789971,1858070,167,2,250000,0,0,0,0,,True,False,True,2024,sibling,False,2,CA Geography,BANK REFUND,9547537957,INFO@KNIGHTFOUNDATIONFLORIDA.ORG,LOWELL J CHICK
472412238,SGT KAY FOUNDATION,WA,https://www.bizofwa.com/co/sgt-kay-foundation,6489555,397859,107,1,10000,12,107,1989299,0,,False,True,True,2024,keyword,False,2,Open to Applicants,INVESTMENT FEES,8182674404,,
742849118,CLOVIS COMMUNITY COLLEGE FOUNDATION,NM,WWW.FOUNDATION.CLOVIS.EDU,5190383,22274,237,1,4860,0,84,18083,0,,True,False,True,2023,keyword,False,2,CA Geography,ART,5757694115,FINAID@CLOVIS.EDU,CLOVIS COMMUNITY COLLEGE
263442960,REEL FAMILY FOUNDATION INC,CO,N/A,2477501,110000,191,1,4000,8,37,130000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,3033788353,,
261938151,IJ and Mary LaRosa Memorial Foundation Inc,NJ,https://eintaxid.com/company/261938151-i-j-mary-larosa-memorial-foundation-inc,1825554,33581,365,1,150,12,26,14580,0,,False,True,True,2024,keyword,False,2,Open to Applicants,Capital Market Decrease,6095770263,,
752567397,Carl E Kessler Family Foundation,TX,N/A,7967465,322071,697,1,2000,66,21,97300,0,,False,True,True,2024,keyword,False,2,Open to Applicants,Postage and Delivery,8179463232,,
824059472,ARIZAE FOUNDATION,CA,JAXFUND.ORG,715956,931500,56,1,5000,11,21,2590045,0,,False,True,True,2024,keyword,False,2,Open to Applicants,LOAN INTEREST REPAYMENT,4159299921,,
866224242,Ruth McC Tankersley Charitable Fnd,AZ,,32139659,3522197,349,1,5000,2,21,2845500,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,,,
472589350,ROBERT H SPITZ FOUNDATION,PA,N/A,14967486,506291,247,1,5500,0,21,354500,0,,True,False,True,2023,both,False,2,CA Geography,,5703476203,,SCRANTON AREA FOUNDATION
832753741,FRIESE FOUNDATION,CA,HTTPS://THEFRIESEFOUNDATION.COM/,59874759,3077780,259,1,20000,185,20,3475000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,3102822296,,
751840845,GROGAN FAMILY FOUNDATION INC,TX,N/A,,190640,224,1,50,6,19,3125,0,,False,True,True,2021,keyword,False,2,Open to Applicants,,2149791100,,ROY J GROGAN JR
941243662,THE LATHAM FOUNDATION FOR THE,CA,LATHAM.ORG,2332007,144552,152,1,10000,31,16,129900,0,,False,True,True,2023,keyword,False,2,Open to Applicants,DEPOSITS,5105210920,,
205184989,ANNABELLE FOUNDATION,MI,N/A,72619361,2645230,222,1,2000,5,16,47000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,3308677350,,
203934918,ELWOOD AND CAROL SIMON FAMILY FOUNDATION,MI,N/A,428379,48550,94,1,1500,5,15,39000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,2486469730,,
954442473,THE SANDRA & LAWRENCE POST FAMILY,CA,N/A,19976124,697945,681,1,175,285,14,7875,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,3102780642,,
470899284,FREDA B RUNYON FOUNDATION,CA,https://ca.ltddir.com/companies/freda-b-runyon-foundation,3446838,80666,147,1,3000,122,14,29091,0,,False,True,True,2024,keyword,False,2,Open to Applicants,AG FILING FEE,5303068464,,
823084757,COLONEL RENEE RUBIN PRIVATE FOUNDATION,CA,N A,904244,43784,19,1,10000,16,14,214322,0,,False,True,True,2024,keyword,False,2,Open to Applicants,Shipping Postage Costs for Filing 199s,4084806499,,
461535074,THE CAROL A AND JAMES J MCINNIS,MA,N/A,269332,12509,225,1,20,7,14,777,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,9786866112,,
263485837,THE CHARLES FOUNDATION,FL,N/A,61200,11744,159,1,200,9,13,5350,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,2128915556,,
364332916,TRACY E ANDERSON CHARITABLE FOUNDATION,IL,N/A,1890040,87461,182,1,500,2,13,54250,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,8156377619,,
880457469,THE STEVE MIHAYLO AND LOIS MIHAYLO,AZ,MIHAYLOFOUNDATION.ORG,8207067,355200,548,1,1000,87,12,41000,0,,False,True,True,2024,keyword,False,2,Open to Applicants,OFFICE EXPENSE,6027327990,,
463666966,THE HELEN AND JOSE COLTON FOUNDATION,CA,N/A,11964129,215462,117,1,2500,67,12,140175,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,3108543309,,
364332919,THE DAVID & COLLEEN ANDERSON,IL,N/A,1940527,89159,213,1,500,3,12,31140,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,8156377619,,
364332915,JEFFREY R ANDERSON CHARITABLE FOUNDATION,IL,N/A,1938629,89768,157,1,500,2,12,51250,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,8156377619,,
562194546,RONALD J AND PAULA P WITHROW FAMILY FOUNDATIO,NC,N/A,3520004,45436,168,1,1000,0,12,15700,0,,True,False,True,2023,keyword,False,2,CA Geography,,,,COURTNEY W REAMES
136107416,SOL & HILDA FURST FOUNDATION,NY,https://www.grantable.co/search/funders/profile/sol-hilda-furst-foundation-us-foundation-136107416,396890,58736,386,1,200,16,11,1580,0,,False,True,True,2024,keyword,False,2,Open to Applicants,BONDS & PREFERREDS,5167293888,,
845077948,UNITED COMMUNITY BANK FOUNDATION,SC,HTTPS://WWW.UCBI.COM/UCB-FOUNDATION/,12142314,292051,548,1,5000,3,11,12625,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,7068353919,,
364332918,KRISTIN L ANDERSON CHARITABLE FOUNDATION,IL,N/A,1658091,76878,177,1,500,2,11,45800,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,8156377619,,
813015972,ABINGTON BANK COMMUNITY FOUNDATION INC,MA,WWW.Abingtonbank.com/givingtree/,4360256,206707,92,1,500,1,11,645000,0,,False,True,True,2024,keyword,False,2,Open to Applicants,CITCC REFUND,8773802265,,
464210327,TZP CARES FOUNDATION,NY,HTTPS://WWW.TZPGROUP.COM/TZP-CARES-FOUNDATION,26523,106431,425,1,3000,53,10,22550,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,2123980300,,
223074635,LAW FOUNDATION INC,NJ,N/A,228436477,8122964,537,1,100000,12,10,1170000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,9739248246,,
132969811,EMANUEL & RIANE GRUSS CHARITABLE,NY,https://www.grantable.co/search/funders/profile/emanuel-riane-gruss-charitable-us-foundation-132969811,16178126,484669,271,1,100,2,10,2304,0,,False,True,True,2023,keyword,False,2,Open to Applicants,EXCESS OF FAIR MARKET VALUE OVER COST OF CONTRIBUTED STOCK,2125573900,,
872272719,Helpful Fish Private Foundation,CA,N/A,1325537,45922,83,1,1000,35,9,8070,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,7146230343,,
203502111,RDM POSITIVE IMPACT FOUNDATION,TX,N/A,6033626,1114873,170,1,10000,32,9,583405,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,8325083787,,
956982416,JOSEPH B PATTERSON FOUNDATION,CA,N/A,178976,6418,64,1,500,31,9,3725,0,,False,True,True,2022,keyword,False,2,Open to Applicants,,3105562496,,
475614328,GAIL AND SHELDON GOODMAN FAMILY,OH,N/A,2916351,279247,184,1,3000,10,9,27225,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,4403493620,,
260348290,DOUGLASS FAMILY FOUNDATION,CO,https://douglasfoundation.org,899296,21980,272,1,500,7,9,10700,0,,False,True,True,2021,keyword,False,2,Open to Applicants,,3035508811,,
586049589,JW & ETHEL I WOODRUFF FOUNDATION INC,GA,N/A,10603442,1180559,285,1,4500,5,9,116000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,7063226005,,
205921770,THE GREGG ARTHUR MILLER FOUNDATION,NY,N/A,3227769,77283,113,1,5000,2,9,20060,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,5166816100,,
861260297,DARK CLOUD FOUNDATION INC,TX,N/A,56097,91821,22,1,5000,2,9,176000,0,,False,True,True,2023,keyword,False,2,Open to Applicants,,9105514607,,
