ein,organization_name,contact_first_name,contact_email,state,ntee_code,mission_description,email_quality_tier,foundation_count,display_count,sector_label
481093604,THE ELLIS FOUNDATION,Bobby,chris@theellisfoundation.org,KS,T30,"OUR MISSION IS TO PROVIDE HIGH SCHOOL GRADUATES ACCESS TO HIGHER EDUCATION. WE DO SO BY ENABLING INDIVIDUALS, CORPORATIONS, FOUNDATIONS AND OTHER INSTITUTIONS TO PARTNER WITH US TO PROVIDE SCHOLARSHIPS THAT PREPARE STUDENTS TO BECOME AMERICA'S FUTURE LEADERS.",A,142,75,Philanthropy
510239450,North American Primary Care Research Group,Tom,napcrgoffice@napcrg.org,KS,H99Z,"NAPCRGs mission is to improve the health of individuals, families, and communities in North America and internationally through the development and dissemination of new knowledge applicable to primary care research, organization, and education.",A,24,,Medical Research
043364588,INDEPENDENT PAYROLL PROVIDERS,Cheryl,ippa@dci-kansascity.com,KS,S41,TO PROVIDE TRAINING AND EDUCATION TO ASSOCIATION MEMBERS.,A,67,65,Community Improvement
480849346,Kansas Rural Water Association,Scott,krwa@krwa.net,KS,W038,To provide educational and technical information to public water systems located in Kansas.,A,40,40,Public Policy
201055623,Western Kansas Child Advocacy Center,Layla,wkcac@wkcac.com,KS,I72,"The mission of the Western Kansas Child Advocacy Center (WKCAC) is to heal the trauma of abuse to children and adults through prevention, support and services. Our vision is to ensure that every child and adult has access to trauma-focused services in their community.",A,47,45,Crime/Legal
486149549,COMMUNITY DAY CARE CENTER,Alyssa,hello@littleleadersgck.com,KS,P33Z,"OUR PURPOSE IS TO ESTABLISH AN EARLY LEARNING ENVIRONMENT THAT NUTURES AND STIMULATES THE HOLISTIC DEVELOPMENT OF EVERY CHILD. WE ARE DEDICATED TO CREATING A SAFE, LOVING, AND RESPECTFUL SPACE WHERE CHILDREN CAN FREELY EXPLORE, DISCOVER, AND GROW. THROUGH A BALANCED APPROACH OF PLAY, EXPLORATION, AND GUIDED EDUCATIONAL EXPERIENCES, OUR AIM IS TO FOSTER THE COGNITIVE, PHYSICAL, SOCIAL, EMOTIONAL, AND CREATIVE SKILLS OF EACH CHILD, EMPOWERING THEM FOR A LIFETIME OF LEARNING AND LEADERSHIP.",A,463,75,Human Services
480672877,SALINA COMMUNITY THEATRE,Michael,crystal.hammerschmidt@salina.org,KS,A650,"SALINA COMMUNITY THEATRE ASSOCIATION'S MISSION IS TO ENRICH THE LIVES OF PEOPLE IN SALINA AND THE SURROUNDING REGION BY CREATING A BROAD RANGE OF QUALITY THEATRICAL PROGRAMS FOR THEIR ENTERTAINMENT AND EDUCATION, AND TO PROVIDE PEOPLE OF ALL AGES AND BACKGROUNDS THE OPPORTUNITY TO PARTICIPATE IN PLAY PRODUCTION AND OTHER THEATRE ACTIVITIES.",A,175,75,Arts & Culture
815051982,HATIKVA PROJECT US INC,Troy,partners@hatikvaproject.org,KS,Q12,"IN THE NAME OF YESHUA AS WE FULFILL HIS COMMANDMENT TO ""LOVE YOUR NEIGHBOR AS YOURSELF."" THROUGH HATIKVA PROJECT, PEOPLE EVERYWHERE HAVE AN OPPORTUNITY TO MEET THE NEEDS OF ISRAELI BELIEVERS IN FINANCIAL CRISIS, TO PROVIDE HIGH QUALITY, SUBSIDIZED DENTAL CARE TO ALL OF ISRAEL, AND TO PROMOTE AND FACILITATE ADOPTION AND FOSTER CARE.",A,73,75,International
311537194,STIEFEL THEATRE FOR THE PERFORMING,Chad,jgates@stiefeltheatre.org,KS,A65,"THE MISSION OF THE STIEFEL THEATRE FOR THE PERFORMING ARTS IS TO PROVIDE QUALITY EXPERIENCES THAT ENRICH, EDUCATE AND ENTERTAIN. THE PROGRAMMING GOAL OF THE THEATRE IS TO PRESENT BROAD BASE QUALITY SHOWS FROM A WIDE VARIETY OF GENRES INCLUDING CLASSICAL, BLUES, ROCK, COMEDY, COUNTRY, DANCE, JAM, ALTERNATIVE, ETC., THAT APPEAL TO A LARGE DEMOGRAPHIC. THE STIEFEL THEATRE ALSO PROVIDES ENTERTAINMENT FOR YOUNG AUDIENCES AND FREE LECTURE/DEMOS WHENEVER POSSIBLE. IN ADDITION TO ITS OWN PROGRAMMING, THE THEATRE IS AVAILABLE FOR USE BY COMMUNITY GROUPS FOR THEIR EVENTS, AND IS HOME OF THE SALINA SYMPHONY.",A,175,75,Arts & Culture
237164676,CLOUD COUNTY COMMUNITY COLLEGE,Caitlan,mcharbonneau@cloud.edu,KS,B41I,"TO DEVELOP, IMPROVE, ADVANCE AND SUPPORT ENDEAVORS OF CLOUD COUNTY COMMUNITY COLLEGE.",A,431,75,Education
480849392,Rush County Nursing Home Society,Kevin,crathke@locustgrovevillage.com,KS,E91Z,Nursing facility for the elderly The organization owns and operates an intermediate care residential nursing facility for the elderly and disabled.,A,156,75,Health
310904247,CENTER FOR WOMEN CHILDREN AND FAMILIES,Jeffrey,agirouard@thenestlexington.org,KY,I72Z,"THE NEST PROMOTES STABILITY, HEALING, AND WELL BEING TO CHILDREN AND FAMILIES THROUGH FOUR PROGRAMS: CHILD CARE, PARENTING, DOMESTIC VIOLENCE, AND CRISIS CARE.",A,38,40,Crime/Legal
451447370,COMMUNITY SERVICES DBA,Lisa,lwest@csadultday.org,KY,P50,"COMMUNITY SERVICES OF NORTHERN KENTUCKY PROVIDES MEDICAL, HEALTH, EDUCATIONAL, AND TRANSPORTATION SERVICES TO CHILDREN AND ADULTS WITH DISABILITIES OR SPECIAL NEEDS AND THEIR FAMILIES AND CAREGIVERS.",A,314,75,Human Services
454709060,UGANDA COUNSELING AND SUPPORT SERVICES,Ronald,ucss@ugandacss.org,KY,Q33,"To provide water and provision as well as much needed medical care, educational and economic developement to alleviate human suffering in Uganda.",A,47,45,International
610929390,KENTUCKY YOUTH ADVOCATES INC,Terry,tgrieshop@kyyouth.org,KY,R200,"FOR NEARLY 50 YEARS, KENTUCKY YOUTH ADVOCATES (KYA) HAS WORKED TO IMPROVE CHILD WELL-BEING, PUBLIC POLICIES, AND SYSTEMS THAT INFLUENCE THE LIVES OF CHILDREN, FAMILIES, AND COMMUNITIES. KYA IS THE ONLY MULTI-ISSUE, STATEWIDE CHILD ADVOCACY ORGANIZATION IN KENTUCKY AND IS UNIQUE IN THE ROLE IT PLAYS TO IMPROVE SYSTEMS THAT CHILDREN INTERACT WITH; RATHER THAN HELPING ONE FAMILY AT A TIME, KYA CREATES POSITIVE OUTCOMES FOR ALL FAMILIES BY WORKING AT THE SYSTEM AND POLICY LEVELS. AS THE INDEPENDENT VOICE FOR KENTUCKY'S CHILDREN, WE WORK TO ENSURE POLICYMAKERS CREATE INVESTMENTS AND POLICIES THAT ARE GOOD FOR ALL CHILDREN AND HELP AMPLIFY THE VOICES OF KIDS AND FAMILIES ACROSS THE COMMONWEALTH. WE MOBILIZE ADVOCATES TO TAKE ACTION ON BEHALF OF KIDS AND FAMILIES THROUGH RALLIES, ADVOCACY TRAININGS, PARTNERSHIPS, AND ACTION ALERTS. WE CONDUCT RESEARCH AND EDUCATION THAT INFORMS AND RECOMMENDS SOLUTIONS TO HELP KIDS SUCCEED.",A,44,45,Civil Rights
616041002,FRANKLIN COUNTY COUNCIL ON AGING INC,Marchele,arobbins@fccoa.com,KY,P81Z,"To enhance senior living for people age 50 and above by providing meals, programs, activities, and opportunities for education and good health.",A,314,75,Human Services
611328488,JEFFERSON STREET BAPTIST CENTER INC,Cory,jennifer@recenterministries.org,KY,X21Z,"RE:CENTER MINISTRIES RECONCILES HOMELESS AND HURTING PEOPLE TO GOD, FAMILY AND COMMUNITY BY THE POWER OF CHRIST IN PARTNERSHIP WITH THE LOCAL CHURCH.",A,112,75,Religion
131984011,MEDIA FINANCIAL MANAGEMENT ASSOCIATION,Joseph,scott.garger@creditsafe.com,KY,B82Z,MFM provides media and entertainment industry financial professionals unique networking and educational opportunities and media-specific information services to enhance their personal capabilities and contribute to their organizations success.,A,469,75,Education
611343210,ALLEY CAT ADVOCATES INC,Karen,contactus@alleycatadvocates.org,KY,D20,TO PROVIDE FOR THE HUMANE TREATMENT OF UNOWNED CATS IN OUR COMMUNITY.,A,112,75,Animal-Related
611227864,NATIONAL ASSOCIATION OF STATE,Derrick,my.email@nasbe.org,KY,B99Z,PROMOTE GOVERNMENT EXCELLENCE BY DELIVERING SUPERIOR PROCUREMENT SOLUTIONS FOR THE BENEFIT OF THE PUBLIC.,A,469,75,Education
610458359,CABBAGE PATCH SETTLEMENT HOUSE INC,Dr,cabbagepatch@cabbagepatch.org,KY,P28Z,"THE CABBAGE PATCH SETTLEMENT HOUSE, INCORPORATED (THE ORGANIZATION"") IS A LOCAL, NON-PROFIT EMPOWERING CHILDREN, YOUTH AND FAMILIES TO REACH THEIR FULL POTENTIAL SINCE 1910. THE ORGANIZATION'S MISSION IS TO PROVIDE LIFE-CHANGING ACADEMIC, RECREATIONAL, AND MENTORING OPPORTUNITIES THROUGH CHRIST-CENTERED VALUES. THE ORGANIZATION'S VISION STATEMENT IS TO EMPOWER YOUTH AND THEIR FAMILIES TO ACHIEVE SUCCESS AND CREATE A BETTER WORLD.",A,314,75,Human Services
610444679,UNITED WAY OF THE BLUEGRASS INC,Timothy,211info@uwbg.org,KY,P99,"UNITED WAY OF THE BLUEGRASS (UWBG) FIGHTS FOR THE EDUCATION, FINANCIAL STABILITY, HEALTH, AND BASIC NEEDS OF EVERY PERSON IN CENTRAL KENTUCKY FOR OVER 100 YEARS. UWBG FOCUSES ON IMPROVING LIVES BY CREATING OPPORTUNITIES FOR ALL INDIVIDUALS TO SUCCEED THROUGH COLLABORATION WITH COMMUNITY PARTNERS, LOCAL BUSINESSES, AND VOLUNTEERS, STRIVING TO BUILD STRONGER COMMUNITIES AND EMPOWER INDIVIDUALS TO ACHIEVE SELF-SUFFICIENCY. LAST YEAR UWBG AND OUR PARTNERS SERVED OVER 116,000 INDIVIDUALS ACROSS CENTRAL KENTUCKY.",A,314,75,Human Services
237259409,THE POINTARC OF NORTHERN KENTUCKY,Judi,thepoint@thepointarc.org,KY,P82Z,"TO PROVIDE OPPORTUNITIES TO PEOPLE WITH SPECIAL NEEDS TO REACH THEIR HIGHEST POTENTIAL EDUCATIONALLY, RESIDENTIALLY, SOCIALLY, AND VOCATIONALLY.",A,314,75,Human Services
812631104,AUDUBON AREA COMMUNITY CARE CLINIC INC,Ashley,cgsapp@audubont-area.com,KY,E32,"THE BASIC FUNCTIONS OF OUR AGENCY IS TO SEEK OUT, IDENTIFY AND WORK TOWARD MITIGATING THE CAUSES OF POVERTY WITHING THE COMMUNITY; TO MAKE THE COMMUNITY MORE RESPONSIVIE TO THE NEEDS AND INTEREST OF THE LOW-INCOME BY MOBILIZING AVAILABLE RESOURCES AND INSTILLING A GREATER INSTITUTIONAL SENSE; AND TO DEVELOP A SYSTEM OF PRIORITIES AMONG PROJECTS AS NEEDED FOR THE MOST EFFECTIVE AND EFFICIENT USE OF RESOURCES FOR SERVICES TO LOW-INCOME PEOPLE.",A,150,75,Health
610867061,MULTI-PURPOSE COMMUNITY ACTION AGENCY INC,Kim,Jessica@mpcaa.org,KY,P81Z,MULTI-PURPOSE CAA ELIMINATES BARRIERS TO ECONOMIC SELF-SUFFICIENCY FOR LOW INCOME FAMILIES AND SENIOR CITIZENS THROUGH COMMUNITY SUPPORTS AND PARTNERSHIPS.,A,314,75,Human Services
611250336,CHRISTIAN EDUCATORS INC,Alisha,admissions@hcahopkinsville.org,KY,B200,"TO PROVIDE ACADEMIC EXCELLENCE BASED ON BIBLICAL PRINCIPLES, WHILE ENHANCING THE CHRIST-CENTERED FAMILY AND STRENGTHENING THE LOCAL CHURCHES. WE ARE COMMITTED TO EQUIP EACH STUDENT INTELLECTUALLY, SOCIALLY, PHYSICALLY AND SPIRITUALLY, AND TO EDUCATE CARING, CONTRIBUTING MEMBERS OF THE BODY OF CHRIST AND SOCIETY.",A,469,75,Education
472208322,TJ COMMUNITY MISSION FOUNDATION,Barrett,Foundation@tjsamson.org,KY,E11,"THE T.J. COMMUNITY MISSION FOUNDATION MISSION IS TO HELP ENGAGE OUR COMMUNITY MORE FULLY IN EXCEPTIONAL SPECIALIZED HEALTHCARE PROGRAMS, PATIENT CARE AND TECHNOLOGY.",A,150,75,Health
610492369,HEUSER HEARING & LANGUAGE ACADEMY,Brett,Queue638211496873975355_WebChat_638211508828221378@unityclient.com,KY,B280,TO PROVIDE A COMPREHENSIVE DAILY PROGRAM IN SPEECH/LANGUAGE DEVELOPMENT AND AUDITORY SKILL DEVELOPMENT FOR CHILDREN WITH HEARING LOSS AND THOSE WITH SEVERE SPEECH DELAYS.,A,469,75,Education
610719760,WATCH INC,John,taryn@watchcdc.org,KY,J30Z,"WATCH, INC.'S MISSION IS TO ASSIST DEVELOPMENTALLY/INTELLECTUALLY DISABLED ADULTS AND INDIVIDUALS WITH ACQUIRED BRAIN INJURIES IN BECOMING FULLY INITEGRATED INTO THEIR COMMUNITY THROUGH WORK TRAINING.",A,44,45,Employment
721270629,Westminster Christian Academy,Josh,adrury@wcalions.org,LA,B200,"The mission of Westminster Christian Academy is to assist parents in educating their children by imparting God's truth to transform society in present and future generations. Westminster Christian Academy operates a campus in Opelousas and Lafayette, Louisiana and serves students from preschool to 12th grade.",A,369,75,Education
721282436,WOMEN BUSINESS ENTERPRISE COUNCIL,Phala,lmitchell@wbecsouth.org,LA,R00K,"TO ADVANCE AND ENHANCE BUSINESS OPPORTUNITIES BETWEEN WOMEN-OWNED BUSINESSES AND CORPORATIONS THROUGH A REPUTABLE CERTIFICATION PROGRAM, EDUCATION, AND PROFESSIONAL GROWTH OPPORTUNITIES.",A,28,30,Civil Rights
720761245,Educational and Treatment Council Inc,Amy,amy@etc-youth.org,LA,P300,"To provide services that ensure youth safety, enhance life functioning, and reconnect youth and families with the community.",A,189,75,Human Services
473700373,PEOPLES HOUSING INC,Oji,hello@phplusnola.org,LA,L20,PEOPLES HOUSING+ INC IS AN NONPROFIT AFFORDABLE HOUSING DEVELOPER AND COMMUNITY REVITALIZATION ORGANIZATION SERVING NEW ORLEANS. THE ORGANIZATION CREATES NEIGHBORHOODS OF OPPORTUNITY THROUGH THE REDEVELOPMENT OF VACANT AND ABANDONED PROPERTIES AS SELF-HELP HOUSING AND ADVANCES,A,59,60,Housing
720822231,BOSSIER COUNCIL ON AGING INC,Ronny,contactus@bossiercoa.org,LA,P81Z,"THE MISSION OF BOSSIER COUNCIL ON AGING (BCOA) IS TO PROVIDE SERVICES TO THE SENIOR CITIZENS OF BOSSIER PARISH THAT WILL ENHANCE THEIR QUALITY OF LIFE AND ENABLE THEM TO LIVE INDEPENDENTLY AND WITH DIGNITY.SOME SERVICES INCLUDE INFORMATION, ASSISTANCE, HOME DELIVERED MEALS, HOMEMAKER, TRANSPORTATION, NATIONAL FAMILY CAREGIVER PROGRAM, RECREATION AND UTILITY ASSISTANCE.",A,189,75,Human Services
272083749,HOTEL HOPE,Mary,information@hotelhope.org,LA,L40,PROVIDE HOUSING AND ASSISTANCE FOR WOMEN AND CHILDREN IN NEED OF HOUSING,A,59,60,Housing
462878325,FRIEND SHIPS,Donald,Portmercy@friendships.org,LA,T50,"Friend Ships provides humanitarian aid, medical services and disaster relief to victims of natural disaster, war and poverty.",A,132,75,Philanthropy
842353703,18TH WARD,Lowrey,ronald@the18thward.org,LA,N60,"TO PROVIDE HIGH QUALITY, LOW-COST YOUTH SPORTS PROGRAMS IN NEW ORLEANS WHERE EVERYONE IS WELCOMED REGARDLESS OF RACE, GENDER, INCOME OR NEIGHBORHOOD.",A,45,45,Recreation
262477706,MARKETUMBRELLAORG,Angelina,markets@marketumbrella.org,LA,S30,"BY LEARNING, SHARING AND GROWING, MARKETUMBRELLA.ORG (MUO) CULTIVATES COMMUNITY MARKETS THAT UTILIZE LOCAL RESOURCES TO BOLSTER AUTHENTIC LOCAL TRADITIONS. MUO BELIEVES THAT AMBITIOUS SOCIAL, HEALTH, ENVIRONMENTAL AND FINANCIAL GOALS ARE ACHIEVED IF TRUST AND RESPECT ARE PRESENT. MUO'S PROGRAMS INVOLVE ASSISTING OTHER MARKETS TO MEASURE THEIR OWN ECONOMIC IMPACT USING THEIR OWN DEVELOPED TOOLS, HOSTING WORKSHOPS IN DEVELOPING FUNDING STRATEGIES AND BEST PRACTICES, AND LAUNCHING AND CONDUCTING A NUMBER OF PROGRAMS THAT TARGET SPECIFIC AGRICULTURALLY BASED ENTERPRISES. MUO SERVES BOTH RESEARCH AND PRACTITIONER BY TESTING THEORIES ABOUT PUBLIC MARKETS VIA THE OPERATION OF ITS LONGEST RUNNING PROGRAM, THE CRESCENT CITY FARMERS MARKET.",A,92,75,Community Improvement
721110062,AFFILIATED BLIND OF LOUISIANA,Lynn,nicoled@affiliatedblind.org,LA,G41Z,"PROMOTION OF THE GENERAL WELFARE OF THE BLIND, EDUCATION OF THE PUBLIC REGARDING BLINDNESS AND INFORMING THE BLIND POPULACE OF SERVICES AVAILABLE TO THEM.",A,55,55,Disease/Disorder
822371119,COMPREHENSIVE MEDICAL MENTORING PROGRAM,Clarissa,general-inbox@cmmpmed.org,LA,E70,TO PROVIDE FREE MENTORING SERVICES TO STUDENTS INTERESTED IN CAREERS IN MEDICINE AND HEALTHCARE.,A,83,75,Health
452440083,RECIRCULATING FARMS COALITION INC,Marianne,dcelis@recirculatingfarms.org,LA,K03,The organizations mission is to advocate and test recirculating farm and other agriculture technology and educate the public of its benefits to the environment and green job creation possibilities.,A,52,50,Food/Agriculture
720019332,TSBS INC,John,jwnaughton@gsblsu.org,LA,B51Z,TSBS IS AN EDUCATIONAL INSTITUTION FOR THE BANKING INDUSTRY PROVIDING CLASSROOM TRAINING TO BANKING INDUSTRY PERSONNEL IN A WIDE VARIETY OF FINANCIAL RELATED MATTERS.,A,369,75,Education
831184822,RED RIVER STEM INC,Dianne,IMAX@sciport.org,LA,A50,NONE,A,195,75,Arts & Culture
721317054,COMMUNITIES IN SCHOOLS GULF SOUTH INC,Amanda,hello@cisgulfsouth.org,LA,O50,"OUR MISSION IS TO SURROUND STUDENTS WITH A COMMUNITY OF SUPPORT, EMPOWERING THEM TO STAY IN SCHOOL AND ACHIEVE IN LIFE. BY BRINGING CARING ADULTS INTO THE SCHOOLS TO ADDRESS CHILDREN'S UNMET NEEDS, CIS PROVIDES THE LINK BETWEEN EDUCATORS AND THE COMMUNITY",A,84,75,Youth Development
481256499,HOME AWAY FROM HOME INC,Matthew,businessoffice@goodsamlivingcenter.com,LA,E91,"TO PROVIDE HIGH QUALITY HEALTHCARE SERVICES IN A WARM, LOVING AND CLEAN ENVIRONMENT AND TO ALSO PROVIDE A CONTINUUM OF CARE WHICH MEETS THE NEEDS OF OUR COMMUNITY'S ELDERLY AND INFIRM WHILE PROTECTING THEIR DIGNITY, INDEPENDENCE AND PRIVACY",A,83,75,Health
721299269,CHILDREN'S ADVOCACY NETWORK INC,Kendra,volunteer@childrensadvocacy.net,LA,I72,THE MISSION OF THE CHILDREN'S ADVOCACY NETWORK IS TO HELP HEAL AND CHAMPION ABUSED AND NEGLECTED CHILDREN THROUGHOUT CENTRAL LOUISIANA,A,65,65,Crime/Legal
043809051,HIGH SPIRIT COMMUNITY FARM INC,Robert,contactus@highspirit.org,MA,L990,"TO PROVIDE A DIGNIFIED HOME, A RICH SOCIAL AND CULTURAL LIFE AND MEANINGFUL WORK EXPERIENCE FOR ADULTS WITH INTELLECTUAL AND DEVELOPMENTAL DISABILITIES.",A,402,75,Housing
223036665,World Music Inc,Constance,elyse@bellavitamaine.com,MA,A610,The presentation of a multi-disciplinary and culturally diverse performing arts series that connects performing artists from many cultures and disciplines with the diverse communities of greater Boston.,A,866,75,Arts & Culture
043411388,Piers Park Sailing Center Inc,Alex,adefronzo@piersparksailing.org,MA,N67,INCLUSIVE EMPOWERMENT THROUGH MARINE SCIENCE AND COMMUNITY SAILING,A,281,75,Recreation
043492163,X-CEL INC,Keerthi,x-cel@x-celeducation.org,MA,B60,PROVISION OF QUALITY ADULT EDUCATION SERVICES.,A,1920,75,Education
042845276,ZEITERION THEATRE INC,Rosemary,boxofficeinfo@zeiterion.org,MA,A610,"THE ZEITERION PERFORMING ARTS CENTER'S MISSION IS TO STEWARD OUR HISTORIC THEATER AS A GATHERING PLACE FOR PERFORMING ARTS EXPERIENCES WHERE LEARNING, CONNECTION, AND CREATIVE EXPRESSION THRIVE.",A,866,75,Arts & Culture
550856553,BIRTHDAY WISHES INC,Denell,deborah@birthdaywishes.org,MA,T30,THE ORGANIZATION PROVIDES BIRTHDAY PARTIES to CHILDREN LIVING in HOMELESS SHELTERS & TRANSITIONAL HOUSING from its OFFICES in MASSACHUSETTS & NEW YORK. ALL BIRTHDAY PARTIES are PLANNED & ORGANIZED by BIRTHDAY WISHES STAFF & VOLUNTEERS WHICH INCLUDE SCHOOL & CHURCH GROUPS BUSINESSES ETC.,A,488,75,Philanthropy
542075825,DISMAS HOUSE OF MASSACHUSETTS INC,Colleen,cmdismashouse@aol.com,MA,I31,"THE ORGANIZATION OFFERS A SUPPORTIVE COMMUNITY FOR MEN RECENTLY RELEASED FROM PRISON BY PROVIDING TRANSITIONAL HOUSING AND SUPPORT SERVICES.SUPPORTIVE COMMUNITY IS CHARACTERIZED BY: STUDENTS AND FORMER PRISONERS LIVING TOGETHER IN A FAMILY SETTING, ACTIVE INVOLVEMENT OF VOLUNTEERS FROM THE BROADER COMMUNITY, AND A SPIRIT OF OPEN AND PARTICIPATIVE DECISION-MAKING BY ALL IN THE COMMUNITY, WITH EMPHASIS ON THE COMMON GOOD.",A,154,75,Crime/Legal
042266004,THE NORTHAMPTON ACADEMY OF MUSIC INC,Debra,support@consta.link,MA,A610,"THE MISSION OF THE ACADEMY OF MUSIC THEATRE IS TO ENRICH GREATER NORTHAMPTON'S QUALITY OF LIFE BY OFFERING FIRST CLASS PERFORMING ARTS AND FILM PRESENTATIONS IN AN HISTORIC THEATER OF NATIONAL SIGNIFICANCE. THE ACADEMY OF MUSIC THEATRE SEEKS THE USE OF THE VENUE FOR SOCIAL, EDUCATIONAL, AND PROFESSIONAL EFFORTS, AS WELL AS A BROAD AND DIVERSE AUDIENCE THROUGH ITS PROGRAMMING AND OUTREACH EFFORTS.",A,866,75,Arts & Culture
352226280,PbS Learning Institute Inc,Kim,bdonahue@pbstandards.org,MA,B60,"The PbS's Board of Directors (The Board) is responsible for serving as the guardian of the PbS's mission. The Board makes sure the organization lives up to its basic commitment, assesses its performance at regular intervals and makes sure the staff has the resources needed to fulfill its mission.",A,1920,75,Education
043413397,FAMILIES FIRST PARENTING PROGRAM INC,Susan,web@families-first.org,MA,P400,FAMILIES FIRST PARTNERS WITH PARENTS TO AMPLIFY THEIR POWER SO THEY CAN POSITIVELY IMPACT THE LIVES OF CHILDREN AND COMMUNITIES THROUGH OUR GROUNDBREAKING PROGRAMS.,A,825,75,Human Services
042472369,ROGERS-PIERCE CHILDREN'S CENTER INC,Robin,inquiries@rogerspierce.org,MA,P330,"TO PROVIDE OPPORTUNITIES FOR CHILDREN TO GROW SOCIALLY, EMOTIONALLY, INTELLECTUALLY AND PHYSICALLY IN A WARM ENVIRONMENT. WE WANT OUR CHILDREN TO BUILD A POSITIVE SELF-IMAGE; DISCOVER THEIR CREATIVE SPIRIT; LEARN PROBLEM-SOLVING SKILLS; DEVELOP SELF-CONTROL AND CONSIDERATION OF OTHERS; INCREASE COORDINATION AND BALANCE, AND MOST IMPORTANTLY - KNOW THAT LEARNING IS FUN! RPCC BELIEVES THAT EARLY YEARS OF LEARNING ARE THE MOST VALUABLE. CHILDREN LEARN THROUGH PLAY, CONSTRUCTING THEIR KNOWLEDGE BY TOUCHING, TASTING, SMELLING, WATCHING, LISTENING, THINKING, AND DOING. OUR CURRICULUM ENCOURAGES CHOICE-MAKING, AUTONOMY, AND SOCIAL COMPETENCE. THE EXPLORATION OF MUSIC AND MOVEMENT, SCIENCE AND NATURE, FAMILIES AND CULTURE, ART AND NUMBERS IS INTEGRATED INTO THE DAY. AND, WE ENCOURAGE EACH CHILD TO EXPLORE, EXPERIMENT, AND DEVELOP SKILLS AT HIS/HER OWN LEVEL OF ABILITY.",A,825,75,Human Services
042859066,DUDLEY STREET NEIGHBORHOOD INITIATIVE,John,urbanvillage@dsni.org,MA,S31Z,"EMPOWER DUDLEY RESIDENTS TO ORGANIZE, PLAN FOR, CREATE AND CONTROL A VIBRANT, DIVERSE AND HIGH QUALITY NEIGHBORHOOD IN COLLABORATION WITH COMMUNITY PARTNERS.",A,390,75,Community Improvement
043406670,ESSEX NATIONAL HERITAGE,Annie,Info@EssexHeritage.org,MA,A800,"THE ORGANIZATION WORKS TO PRESERVE, INTERPRET, AND EDUCATE THE PUBLIC ABOUT THE RESOURCES OF THE ESSEX NATIONAL HERITAGE AREA BY PROVIDING GRANTS, PLANNING FOR CULTURAL AND NATURAL RESOURCE INTERPRETATION, OPERATING EDUCATIONAL PROGRAMS INCLUDING SOME THROUGH THE SALEM AND SAUGUS NATIONAL HISTORIC SITES, AND PROMOTING THE ESSEX NATIONAL HERITAGE AREA IDENTITY AND THEMES THROUGH THE DEVELOPMENT OF AN INTEGRATED MARKETING AND COMMUNICATIONS PROGRAM. IT IS ENGAGED IN PUBLIC-PRIVATE PARTNERSHIPS THAT ASSIST THE NPS, LOCAL GOVERNMENTS, NON-PROFIT ORGANIZATIONS, AND OTHERS IN CARRYING OUT THE PROGRAMS THAT RECOGNIZE THE IMPORTANCE OF RESOURCES WITHIN THE REGION.",A,866,75,Arts & Culture
800319451,PRESENCING INSTITUTE INC,Otto,support@presencing.org,MA,B99,"TO PROVIDE AND PROMOTE RESEARCH, EDUCATION, AND AWARENESS OF THE EMERGING FIELD OF SOCIAL TECHNOLOGIES TO BRING POSITIVE AND SUSTAINABLE CHANGE AND IMPROVEMENT TO ALL LEVELS OF SOCIETY.",A,1920,75,Education
042152010,Wenham Historical Association & Museum,Kristin,Info@WenhamMuseum.Org,MA,A50,"Wenham Museum celebrates childhood, interprets history, and explores culture for the enrichment of all generations in the greater North Shore community and beyond. *Refer to Schedule O, Page 42 for Continuation*The Museum engages multigenerational members and visitors in examining the promise of the American experiment and provides thought-provoking learning experiences that connect the past, present, and future, in a welcoming and inclusive environment.",A,866,75,Arts & Culture
222475111,CAPE COD COMMUNITY COLLEGE,Kathy,foundation@capecod.edu,MA,B82Z,"THE CCCCEF IS A NON-PROFIT ORGANIZATION SUPPORTING THE MISSION OF CAPE COD COMMUNITY COLLEGE, ITS STUDENTS, ITS FACULTY, AND ITS COMMUNITY ENDEAVORS, BY RAISING AND MANAGING FUNDS, ENCOURAGING ENDOWMENTS, AND SUPPORTING THE COLLEGE'S OBJECTIVES.",A,1920,75,Education
